#RUN | HMS EVENTS | SHMS EVENTS | HMS TRACK   | E TRACK     | SHMS TRACK  | H TRACK     | PI TRACK    | K TRACK     | p TRACK    | ACC EDTM | TRIG1   | TRIG3    | TIME  | CHARGE  | PS1 COUNT | PS3 COUNT | COMP LT | HMS ELEC LT | SHMS ELEC LT | SENT EDTM
#    | UNCERTAINTIES FOLLOW THE VALUES (i.e. TWICE AS MANY COLUMNS AS INDICATED) |
# carbon runs [hmstheta=12.53deg and shmstheta=6.495deg] (5154-58)
# 5154 17745 133 38624273 6215 0.9351 0.0636 0.9716 0.1043 0.8757 0.0038 0.8950 0.0045 0.9011 0.0059 0.8910 0.0077 0.8672 0.0154 28750368 223177515 122720 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
# 5155 11550 107 38004389 6165 0.9104 0.0528 0.9869 0.0925 0.8851 0.0037 0.9044 0.0044 0.9110 0.0058 0.8962 0.0076 0.8902 0.0154 54713061 218356709 88011 750.204 33345.633 173437030 43120135 0.9907 0.0016 0.9968 0.0010 0.9859 0.0015 7693688
# 5156 6567 81 23990904 4898 0.9099 0.0700 0.9589 0.1134 0.9068 0.0032 0.9252 0.0038 0.9309 0.0049 0.9204 0.0066 0.9036 0.0130 31172922 114579864 49434 722.303 21634.859 110241609 30036146 0.9928 0.0017 0.9977 0.0009 0.9903 0.0014 7223162
# 5157 1819 43 12217270 3495 0.8911 0.0913 0.9881 0.1529 0.9285 0.0031 0.9467 0.0036 0.9518 0.0047 0.9411 0.0064 0.9321 0.0124 32021980 51788230 15266 711.311 10530.525 55788836 18675086 0.9485 0.0015 0.9988 0.0008 0.9951 0.0011 7587561
# 5158 189 14 4317192 2078 0.8906 0.1622 1.0000 0.3780 0.9418 0.0036 0.9609 0.0042 0.9660 0.0055 0.9568 0.0076 0.9390 0.0144 32380701 16920519 3060 725.832 3618.837 23416504 11071779 0.9777 0.0016 0.9995 0.0005 0.9983 0.0008 7258448
# LH2 runs [hmstheta=12.53deg and shmstheta=6.495deg] (5150, 5160-63, 5166)
# 5160 55470 236 72655164 8524 0.8628 0.0446 0.9505 0.0809 0.7641 0.0047 0.7864 0.0056 0.7896 0.0071 0.7884 0.0100 0.7438 0.0217 19256997 734790420 554571 792.650 42125.422 677258190 94999863 0.9748 0.0016 0.9930 0.0012 0.9487 0.0020 8390759
# 5161 38155 195 81627021 9035 0.8696 0.0372 0.9572 0.0667 0.7963 0.0042 0.8169 0.0050 0.8284 0.0066 0.8004 0.0085 0.8000 0.0190 41041813 716006412 338585 825.124 36355.831 542096343 82639003 0.9629 0.0014 0.9943 0.0011 0.9610 0.0018 8594139
# 5162 21840 148 53787016 7334 0.8962 0.0509 0.9692 0.0917 0.8487 0.0033 0.8673 0.0040 0.8771 0.0051 0.8548 0.0069 0.8390 0.0150 26057605 339234089 191360 744.134 22177.452 309749559 52749668 0.9752 0.0016 0.9960 0.0011 0.9746 0.0017 7663151
# 5163 6303 79 29566671 5438 0.8993 0.0648 0.9710 0.1178 0.8991 0.0029 0.9154 0.0035 0.9196 0.0044 0.9120 0.0063 0.8929 0.0130 29047800 142575831 58080 704.488 10395.134 138046817 28508471 0.9616 0.0016 0.9979 0.0009 0.9880 0.0014 7468444
# 5166 833 29 11225435 3350 0.9038 0.1286 1.0000 0.2500 0.9346 0.0032 0.9504 0.0038 0.9551 0.0048 0.9450 0.0069 0.9305 0.0140 35679143 44837650 10234 785.207 3661.608 50194716 15063391 0.9909 0.0017 0.9992 0.0007 0.9958 0.0011 7852204
# LH2 runs [hmstheta=14.93deg and shmstheta=6.495deg] (5167-71)
# 5167 32604 181 173706750 13180 0.9824 0.0377 0.9903 0.0522 0.7447 0.0042 0.7590 0.0050 0.7614 0.0063 0.7607 0.0095 0.7369 0.0166 121407592 1543045250 271458 1016.786 54695.385 1165249964 40991940 0.9764 0.0014 0.9978 0.0008 0.9343 0.0020 10768342
# 5168 16962 130 108370224 10410 0.9774 0.0507 0.9796 0.0703 0.7922 0.0036 0.8025 0.0042 0.8071 0.0053 0.7969 0.0080 0.7864 0.0140 58597944 733033908 155661 774.516 33839.523 693387601 27083900 0.9417 0.0015 0.9982 0.0008 0.9475 0.0020 8458910
# 5169 9452 97 100933263 10047 0.9790 0.0489 0.9954 0.0677 0.8406 0.0035 0.8488 0.0040 0.8535 0.0051 0.8426 0.0077 0.8342 0.0134 141612825 581669667 81549 744.712 21837.524 436106529 20289744 0.9953 0.0016 0.9987 0.0008 0.9663 0.0018 8222558
# 5170 3417 58 56871016 7541 0.9802 0.0800 0.9935 0.1138 0.8986 0.0030 0.9072 0.0035 0.9118 0.0044 0.9008 0.0068 0.8928 0.0113 94687128 237035726 32827 754.574 11129.027 221591231 16039343 0.9773 0.0016 0.9993 0.0006 0.9837 0.0015 9841695
# 5171 522 23 21561540 4643 0.9579 0.1405 0.9592 0.1958 0.9400 0.0023 0.9480 0.0027 0.9521 0.0034 0.9429 0.0053 0.9332 0.0087 59363887 72314060 8730 787.962 3810.362 77022965 9955570 0.9845 0.0015 0.9997 0.0004 0.9940 0.0012 7879760
# carbon runs [hmstheta=14.93deg and shmstheta=6.495deg] (5175-76, 5178-79, 5181)
# 5175 2853 53 34442265 5869 0.9820 0.0623 0.9921 0.0886 0.8773 0.0020 0.8873 0.0023 0.8910 0.0030 0.8849 0.0044 0.8722 0.0071 17608794 155731615 26658 826.961 43860.842 344365425 24261656 0.4336 0.0004 0.9987 0.0007 0.9753 0.0016 10107761
# 5176 2601 51 32163820 5671 0.9779 0.0653 0.9957 0.0925 0.8904 0.0020 0.8997 0.0024 0.9041 0.0030 0.8948 0.0045 0.8872 0.0072 20373928 137557745 23391 740.187 32922.846 255937279 18439610 0.4988 0.0005 0.9988 0.0008 0.9799 0.0016 7805144
# 5178 1989 45 30884815 5557 0.9859 0.0744 1.0000 0.1108 0.9117 0.0020 0.9215 0.0023 0.9259 0.0030 0.9162 0.0045 0.9092 0.0070 35150360 121815395 20862 707.360 21088.532 164282597 14217940 0.7274 0.0008 0.9991 0.0007 0.9868 0.0014 7382190
# 5179 855 29 21231210 4608 0.9935 0.1130 0.9870 0.1596 0.9350 0.0024 0.9444 0.0027 0.9486 0.0035 0.9402 0.0052 0.9304 0.0081 49076924 75533965 10098 705.684 10463.018 84444714 11455061 0.9414 0.0013 0.9996 0.0005 0.9932 0.0012 8070926
# 5181 81 9 8630688 2938 1.0000 0.2828 1.0000 0.4472 0.9515 0.0026 0.9609 0.0030 0.9652 0.0038 0.9565 0.0058 0.9470 0.0089 35145093 28165929 3852 794.309 3869.208 35521107 9179153 0.9710 0.0015 0.9998 0.0003 0.9975 0.0009 7943234
